FID,DNBR,MASK,RGB_prefire,RGB_within_fire_period,RGB_post_fire
2282,S2B_L2A_T12SVC_2282_20200504T175909_20200728T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200504T175909_20200728T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200504T175909_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200728T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200504T175909_20200706T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200504T175909_20200706T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200504T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200706T180919_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200504T175909_20200805T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200504T175909_20200805T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200504T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200805T180919_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200504T175909_20200726T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200504T175909_20200726T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200504T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200726T180919_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200708T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200708T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200708T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200718T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200718T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200718T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200731T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200731T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200731T180921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200701T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200701T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200701T180921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200807T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200807T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200807T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200711T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200711T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200711T180921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200728T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200728T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200728T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200706T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200706T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200706T180919_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200805T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200805T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200805T180919_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200726T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200726T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200726T180919_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200708T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200708T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200708T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200718T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200718T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200718T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200731T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200731T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200731T180921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200701T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200701T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200701T180921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200807T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200807T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200807T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200711T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200711T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200711T180921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200728T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200728T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2A_L2A_T12SVC_2282_20200728T175921_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200706T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200706T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200706T180919_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200805T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200805T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200805T180919_10m_RGB.TIF
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200726T180919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200726T180919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,-,S2B_L2A_T12SVC_2282_20200726T180919_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200529T175921_20200621T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200529T175921_20200621T180921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200529T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200529T175921_20200628T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200529T175921_20200628T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200529T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200529T175921_20200618T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200529T175921_20200618T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200529T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200529T175921_20200623T175919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200529T175921_20200623T175919_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200529T175921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200601T180921_20200621T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200601T180921_20200621T180921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200601T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200601T180921_20200628T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200601T180921_20200628T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200601T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200601T180921_20200618T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200601T180921_20200618T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200601T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200601T180921_20200623T175919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200601T180921_20200623T175919_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200601T180921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200603T175909_20200621T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200603T175909_20200621T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200603T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200603T175909_20200628T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200603T175909_20200628T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200603T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200603T175909_20200618T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200603T175909_20200618T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200603T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200603T175909_20200623T175919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200603T175909_20200623T175919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200603T175909_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200606T180919_20200621T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200606T180919_20200621T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200606T180919_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200606T180919_20200628T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200606T180919_20200628T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200606T180919_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200606T180919_20200618T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200606T180919_20200618T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200606T180919_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200606T180919_20200623T175919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200606T180919_20200623T175919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200606T180919_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200608T175921_20200621T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200608T175921_20200621T180921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200608T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200608T175921_20200628T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200608T175921_20200628T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200608T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200608T175921_20200618T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200608T175921_20200618T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200608T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200608T175921_20200623T175919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200608T175921_20200623T175919_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200608T175921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200524T175909_20200621T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200524T175909_20200621T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200524T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200524T175909_20200628T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200524T175909_20200628T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200524T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200524T175909_20200618T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200524T175909_20200618T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200524T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200524T175909_20200623T175919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200524T175909_20200623T175919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200524T175909_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200512T180921_20200621T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200512T180921_20200621T180921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200512T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200512T180921_20200628T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200512T180921_20200628T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200512T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200512T180921_20200618T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200512T180921_20200618T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200512T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200512T180921_20200623T175919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200512T180921_20200623T175919_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200512T180921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200611T180921_20200621T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200611T180921_20200621T180921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200611T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200611T180921_20200628T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200611T180921_20200628T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200611T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200611T180921_20200618T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200611T180921_20200618T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200611T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200611T180921_20200623T175919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200611T180921_20200623T175919_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200611T180921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200519T175921_20200621T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200519T175921_20200621T180921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200519T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200519T175921_20200628T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200519T175921_20200628T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200519T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200519T175921_20200618T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200519T175921_20200618T175921_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200519T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200519T175921_20200623T175919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200519T175921_20200623T175919_10m_MASK.TIF,S2A_L2A_T12SVC_2282_20200519T175921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200504T175909_20200621T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200504T175909_20200621T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200504T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200504T175909_20200628T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200504T175909_20200628T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200504T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200504T175909_20200618T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200504T175909_20200618T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200504T175909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200504T175909_20200623T175919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200504T175909_20200623T175919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200504T175909_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200621T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200621T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200628T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200628T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200618T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200618T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200527T180919_20200623T175919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200527T180919_20200623T175919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200527T180919_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200621T180921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200621T180921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200628T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200628T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200618T175921_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200618T175921_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200618T175921_10m_RGB.TIF,-
2282,S2B_L2A_T12SVC_2282_20200507T180909_20200623T175919_10m_DNBR.TIF,S2B_L2A_T12SVC_2282_20200507T180909_20200623T175919_10m_MASK.TIF,S2B_L2A_T12SVC_2282_20200507T180909_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200623T175919_10m_RGB.TIF,-
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200708T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200708T175921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200708T175921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200718T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200718T175921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200718T175921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200731T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200731T180921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200731T180921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200701T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200701T180921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200701T180921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200807T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200807T175921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200807T175921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200711T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200711T180921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200711T180921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200728T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200728T175921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200728T175921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200706T180919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200706T180919_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200706T180919_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200805T180919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200805T180919_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200805T180919_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200621T180921_20200726T180919_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200621T180921_20200726T180919_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200621T180921_10m_RGB.TIF,S2B_L2A_T12SVC_2282_20200726T180919_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200628T175921_20200708T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200628T175921_20200708T175921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200708T175921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200628T175921_20200718T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200628T175921_20200718T175921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200718T175921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200628T175921_20200731T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200628T175921_20200731T180921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200731T180921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200628T175921_20200701T180921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200628T175921_20200701T180921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200701T180921_10m_RGB.TIF
2282,S2A_L2A_T12SVC_2282_20200628T175921_20200807T175921_10m_DNBR.TIF,S2A_L2A_T12SVC_2282_20200628T175921_20200807T175921_10m_MASK.TIF,-,S2A_L2A_T12SVC_2282_20200628T175921_10m_RGB.TIF,S2A_L2A_T12SVC_2282_20200807T175921_10m_RGB.TIF
